-4.415,4.415,0
4.415,4.415,0
-4.415,-4.415,0
4.415,-4.415,0
-3.9737,-0,4.3392
3.9737,0,4.3392
-0,3.9737,4.3392
0,-3.9737,4.3392
-3.9737,-3.9737,4.3392
3.9737,-3.9737,4.3392
3.9737,3.9737,4.3392
-3.9737,3.9737,4.3392
3.6355,0,7.6659
-3.6355,-0,7.6659
-3.6355,3.6355,7.6659
-0,3.6355,7.6659
3.6355,3.6355,7.6659
3.6355,-3.6355,7.6659
0,-3.6355,7.6659
-3.6355,-3.6355,7.6659
3.3634,3.3634,10.342
3.3634,-3.3634,10.342
-3.3634,3.3634,10.342
-3.3634,-3.3634,10.342
-3.0913,-0,13.018
3.0913,0,13.018
-0,3.0913,13.018
0,-3.0913,13.018
-3.0913,-3.0913,13.018
3.0913,-3.0913,13.018
3.0913,3.0913,13.018
-3.0913,3.0913,13.018
-2.8706,2.8706,15.187
2.8706,2.8706,15.187
-2.8706,-2.8706,15.187
2.8706,-2.8706,15.187
-2.65,2.65,17.357
2.65,2.65,17.357
2.65,-2.65,17.357
-2.65,-2.65,17.357
0,-2.65,17.357
-0,2.65,17.357
-2.65,-0,17.357
2.65,0,17.357
2.4294,2.4294,19.526
2.4294,-2.4294,19.526
-2.4294,2.4294,19.526
-2.4294,-2.4294,19.526
2.2088,0,21.696
-2.2088,-0,21.696
-2.2088,2.2088,21.696
-0,2.2088,21.696
2.2088,2.2088,21.696
2.2088,-2.2088,21.696
0,-2.2088,21.696
-2.2088,-2.2088,21.696
2.0396,2.0396,23.359
2.0396,-2.0396,23.359
-2.0396,2.0396,23.359
-2.0396,-2.0396,23.359
-1.8705,-0,25.023
1.8705,0,25.023
-0,1.8705,25.023
-1.8705,1.8705,25.023
1.8705,1.8705,25.023
0,-1.8705,25.023
-1.8705,-1.8705,25.023
1.8705,-1.8705,25.023
-1.7675,1.7675,26.035
-1.7675,-1.7675,26.035
1.7675,-1.7675,26.035
1.7675,1.7675,26.035
-0,1.7675,26.035
1.7675,0,26.035
0,-1.7675,26.035
-1.7675,-0,26.035
-8.3675,-0,26.035
8.3675,0,26.035
-0,1.7306,27.179
-1.7306,-0,27.179
1.7306,0,27.179
1.7306,1.7306,27.179
0,-1.7306,27.179
-1.7306,-1.7306,27.179
-1.7306,1.7306,27.179
1.7306,-1.7306,27.179
1.6938,-1.6938,28.323
-1.6938,1.6938,28.323
-1.6938,-1.6938,28.323
1.6938,1.6938,28.323
-1.6569,-0,29.467
1.6569,0,29.467
-0,1.6569,29.467
1.6569,1.6569,29.467
0,-1.6569,29.467
-1.6569,-1.6569,29.467
1.6569,-1.6569,29.467
-1.6569,1.6569,29.467
1.62,-1.62,30.611
-1.62,1.62,30.611
-1.62,-1.62,30.611
1.62,1.62,30.611
1.5831,1.5831,31.755
-1.5831,-1.5831,31.755
-1.5831,-0,31.755
1.5831,0,31.755
-0,1.5831,31.755
0,-1.5831,31.755
1.5831,-1.5831,31.755
-1.5831,1.5831,31.755
7.9381,0,31.755
-7.9381,-0,31.755
0,-1.5462,32.899
1.5462,-1.5462,32.899
-1.5462,-0,32.899
1.5462,0,32.899
-1.5462,1.5462,32.899
1.5462,1.5462,32.899
-1.5462,-1.5462,32.899
-0,1.5462,32.899
1.5094,-1.5094,34.043
-1.5094,1.5094,34.043
-1.5094,-1.5094,34.043
1.5094,1.5094,34.043
1.4725,0,35.188
-1.4725,-0,35.188
-0,1.4725,35.188
1.4725,1.4725,35.188
0,-1.4725,35.188
-1.4725,-1.4725,35.188
-1.4725,1.4725,35.188
1.4725,-1.4725,35.188
-1.4356,-1.4356,36.332
-1.4356,1.4356,36.332
1.4356,-1.4356,36.332
1.4356,1.4356,36.332
-1.3987,-0,37.476
1.3987,0,37.476
-0,1.3987,37.476
0,-1.3987,37.476
1.3987,-1.3987,37.476
-1.3987,1.3987,37.476
1.3987,1.3987,37.476
-1.3987,-1.3987,37.476
1.3619,1.3619,38.62
1.3619,-1.3619,38.62
-1.3619,1.3619,38.62
-1.3619,-1.3619,38.62
1.325,0,39.764
-1.325,-0,39.764
-0,1.325,39.764
-1.325,1.325,39.764
1.325,1.325,39.764
1.325,-1.325,39.764
0,-1.325,39.764
-1.325,-1.325,39.764
-7.435,-0,39.764
7.435,0,39.764
-1.2881,-0,40.908
1.2881,0,40.908
-0,1.2881,40.908
-1.2881,1.2881,40.908
1.2881,1.2881,40.908
0,-1.2881,40.908
1.2881,-1.2881,40.908
-1.2881,-1.2881,40.908
-1.2513,-1.2513,42.052
-1.2513,1.2513,42.052
1.2513,1.2513,42.052
1.2513,-1.2513,42.052
-1.2513,-0,42.052
1.2513,0,42.052
0,-1.2513,42.052
-0,1.2513,42.052
-1.2144,-0,43.196
1.2144,0,43.196
-1.2144,1.2144,43.196
-0,1.2144,43.196
1.2144,1.2144,43.196
1.2144,-1.2144,43.196
0,-1.2144,43.196
-1.2144,-1.2144,43.196
4.4175,0,44.34
-4.4175,-0,44.34
1.1775,1.1775,44.34
1.1775,-1.1775,44.34
1.1775,0,44.34
-1.1775,1.1775,44.34
-1.1775,-1.1775,44.34
0,-1.1775,44.34
-1.1775,-0,44.34
-0,1.1775,44.34
