1,2,0,1,0,1,5
1,2,0,1,0,2,6
1,2,0,1,0,3,5
1,2,0,1,0,1,7
1,2,0,1,0,3,8
1,2,0,1,0,2,7
1,2,0,1,0,4,6
1,2,0,1,0,4,8
1,2,0,1,0,3,9
1,2,0,1,0,4,10
1,2,0,1,0,2,11
1,2,0,1,0,1,12
1,2,0,1,0,5,12
1,2,0,1,0,5,9
1,2,0,1,0,6,11
1,2,0,1,0,6,8
1,2,0,1,0,5,6
1,2,0,1,0,7,8
1,2,0,1,0,5,7
1,2,0,1,0,6,7
1,2,0,1,0,7,11
1,2,0,1,0,7,12
1,2,0,1,0,5,8
1,2,0,1,0,6,10
1,2,0,1,0,8,9
1,2,0,1,0,8,10
1,2,0,1,0,11,13
1,2,0,1,0,12,14
1,2,0,1,0,10,13
1,2,0,1,0,9,14
1,2,0,1,0,12,15
1,2,0,1,0,12,16
1,2,0,1,0,11,16
1,2,0,1,0,11,17
1,2,0,1,0,10,18
1,2,0,1,0,10,19
1,2,0,1,0,9,19
1,2,0,1,0,9,20
1,2,0,1,0,13,19
1,2,0,1,0,13,18
1,2,0,1,0,13,17
1,2,0,1,0,14,15
1,2,0,1,0,13,14
1,2,0,1,0,16,19
1,2,0,1,0,14,20
1,2,0,1,0,14,16
1,2,0,1,0,14,19
1,2,0,1,0,15,16
1,2,0,1,0,16,17
1,2,0,1,0,13,16
1,2,0,1,0,18,19
1,2,0,1,0,19,20
1,2,0,1,0,13,21
1,2,0,1,0,13,22
1,2,0,1,0,18,22
1,2,0,1,0,14,23
1,2,0,1,0,14,24
1,2,0,1,0,16,23
1,2,0,1,0,17,21
1,2,0,1,0,16,21
1,2,0,1,0,15,23
1,2,0,1,0,19,22
1,2,0,1,0,20,24
1,2,0,1,0,19,24
1,2,0,1,0,23,25
1,2,0,1,0,21,26
1,2,0,1,0,24,25
1,2,0,1,0,23,27
1,2,0,1,0,21,27
1,2,0,1,0,24,28
1,2,0,1,0,22,26
1,2,0,1,0,22,28
1,2,0,1,0,24,29
1,2,0,1,0,22,30
1,2,0,1,0,21,31
1,2,0,1,0,23,32
1,2,0,1,0,25,32
1,2,0,1,0,26,28
1,2,0,1,0,26,31
1,2,0,1,0,25,29
1,2,0,1,0,27,28
1,2,0,1,0,25,26
1,2,0,1,0,25,27
1,2,0,1,0,26,30
1,2,0,1,0,26,27
1,2,0,1,0,27,32
1,2,0,1,0,27,31
1,2,0,1,0,25,28
1,2,0,1,0,28,29
1,2,0,1,0,28,30
1,2,0,1,0,25,33
1,2,0,1,0,26,34
1,2,0,1,0,25,35
1,2,0,1,0,27,33
1,2,0,1,0,27,34
1,2,0,1,0,28,35
1,2,0,1,0,26,36
1,2,0,1,0,28,36
1,2,0,1,0,29,35
1,2,0,1,0,30,36
1,2,0,1,0,31,34
1,2,0,1,0,32,33
1,2,0,1,0,33,37
1,2,0,1,0,34,38
1,2,0,1,0,36,39
1,2,0,1,0,35,40
1,2,0,1,0,34,44
1,2,0,1,0,36,44
1,2,0,1,0,33,43
1,2,0,1,0,35,43
1,2,0,1,0,33,42
1,2,0,1,0,34,42
1,2,0,1,0,36,41
1,2,0,1,0,35,41
1,2,0,1,0,37,43
1,2,0,1,0,40,43
1,2,0,1,0,41,44
1,2,0,1,0,39,44
1,2,0,1,0,38,44
1,2,0,1,0,41,42
1,2,0,1,0,43,44
1,2,0,1,0,42,43
1,2,0,1,0,42,44
1,2,0,1,0,37,42
1,2,0,1,0,38,42
1,2,0,1,0,41,43
1,2,0,1,0,39,41
1,2,0,1,0,40,41
1,2,0,1,0,44,45
1,2,0,1,0,44,46
1,2,0,1,0,39,46
1,2,0,1,0,43,47
1,2,0,1,0,43,48
1,2,0,1,0,42,47
1,2,0,1,0,38,45
1,2,0,1,0,42,45
1,2,0,1,0,37,47
1,2,0,1,0,41,46
1,2,0,1,0,40,48
1,2,0,1,0,41,48
1,2,0,1,0,45,49
1,2,0,1,0,46,49
1,2,0,1,0,47,50
1,2,0,1,0,48,50
1,2,0,1,0,47,51
1,2,0,1,0,47,52
1,2,0,1,0,45,52
1,2,0,1,0,45,53
1,2,0,1,0,46,54
1,2,0,1,0,46,55
1,2,0,1,0,48,55
1,2,0,1,0,48,56
1,2,0,1,0,49,53
1,2,0,1,0,49,55
1,2,0,1,0,50,55
1,2,0,1,0,49,54
1,2,0,1,0,50,52
1,2,0,1,0,52,55
1,2,0,1,0,49,50
1,2,0,1,0,50,51
1,2,0,1,0,50,56
1,2,0,1,0,51,52
1,2,0,1,0,52,53
1,2,0,1,0,49,52
